;Index,CO_FIPS,YEAR,TOTPOP,POP_00_17,POP_18_64,POP_65P,CO_NAME
452014,45,2014,62182,21337,35579,5266,TOOELE
452015,45,2015,63262,21375,36375,5512,TOOELE
452016,45,2016,65285,21666,37818,5801,TOOELE
452017,45,2017,67550,22009,39278,6264,TOOELE
452018,45,2018,69862,22295,40833,6734,TOOELE
452019,45,2019,72121,22551,42337,7233,TOOELE
452020,45,2020,74293,22792,43766,7734,TOOELE
452021,45,2021,76418,22940,45158,8320,TOOELE
452022,45,2022,78429,23038,46478,8913,TOOELE
452023,45,2023,80329,23128,47766,9434,TOOELE
452024,45,2024,82150,23183,49053,9914,TOOELE
452025,45,2025,83922,23189,50326,10407,TOOELE
452026,45,2026,85753,23283,51559,10911,TOOELE
452027,45,2027,87605,23467,52707,11431,TOOELE
452028,45,2028,89479,23711,53821,11947,TOOELE
452029,45,2029,91365,24087,54855,12424,TOOELE
452030,45,2030,93258,24515,55855,12888,TOOELE
452031,45,2031,95149,24944,56885,13320,TOOELE
452032,45,2032,97029,25394,57854,13781,TOOELE
452033,45,2033,98868,25860,58713,14295,TOOELE
452034,45,2034,100641,26300,59507,14834,TOOELE
452035,45,2035,102338,26666,60247,15425,TOOELE
452036,45,2036,103953,26985,60870,16098,TOOELE
452037,45,2037,105485,27260,61438,16787,TOOELE
452038,45,2038,106929,27490,61983,17456,TOOELE
452039,45,2039,108278,27671,62475,18132,TOOELE
452040,45,2040,109548,27808,62886,18854,TOOELE
452041,45,2041,110788,27917,63269,19601,TOOELE
452042,45,2042,112003,28001,63604,20398,TOOELE
452043,45,2043,113190,28060,63900,21230,TOOELE
452044,45,2044,114345,28096,64174,22075,TOOELE
452045,45,2045,115463,28111,64406,22946,TOOELE
452046,45,2046,116546,28108,64625,23812,TOOELE
452047,45,2047,117592,28090,64887,24616,TOOELE
452048,45,2048,118609,28063,65208,25337,TOOELE
452049,45,2049,119602,28033,65621,25948,TOOELE
452050,45,2050,120575,28007,66070,26499,TOOELE
452051,45,2051,121538,27994,66548,26997,TOOELE
452052,45,2052,122492,27995,67032,27465,TOOELE
452053,45,2053,123435,28015,67569,27851,TOOELE
452054,45,2054,124366,28054,68156,28155,TOOELE
452055,45,2055,125291,28116,68700,28475,TOOELE
452056,45,2056,126213,28199,69138,28876,TOOELE
452057,45,2057,127134,28303,69544,29287,TOOELE
452058,45,2058,128057,28427,69948,29682,TOOELE
452059,45,2059,128978,28567,70336,30076,TOOELE
452060,45,2060,129894,28718,70711,30465,TOOELE
452061,45,2061,130803,28877,71023,30903,TOOELE
452062,45,2062,131701,29041,71224,31436,TOOELE
452063,45,2063,132581,29205,71427,31949,TOOELE
452064,45,2064,133438,29364,71634,32440,TOOELE
452065,45,2065,134272,29517,71765,32990,TOOELE
472010,47,2010,32760,10905,18843,3013,UINTAH
472011,47,2011,33943,11314,19621,3007,UINTAH
472012,47,2012,35047,11727,20185,3134,UINTAH
472013,47,2013,36145,12193,20739,3213,UINTAH
472014,47,2014,36979,12590,21061,3328,UINTAH
472015,47,2015,37396,12823,21198,3374,UINTAH
472016,47,2016,36580,12487,20553,3540,UINTAH
472017,47,2017,37419,12736,20961,3722,UINTAH
472018,47,2018,38328,13032,21397,3899,UINTAH
472019,47,2019,39112,13267,21740,4104,UINTAH
472020,47,2020,39740,13396,22037,4307,UINTAH
472021,47,2021,40320,13459,22329,4532,UINTAH
472022,47,2022,40834,13477,22569,4788,UINTAH
472023,47,2023,41290,13442,22799,5049,UINTAH
472024,47,2024,41705,13359,23051,5294,UINTAH
472025,47,2025,42077,13239,23315,5523,UINTAH
472026,47,2026,42467,13149,23561,5757,UINTAH
472027,47,2027,42855,13048,23842,5966,UINTAH
472028,47,2028,43244,12971,24126,6147,UINTAH
472029,47,2029,43620,12947,24354,6319,UINTAH
472030,47,2030,43981,12910,24614,6456,UINTAH
472031,47,2031,44339,12828,24970,6541,UINTAH
472032,47,2032,44726,12762,25316,6648,UINTAH
472033,47,2033,45130,12739,25637,6754,UINTAH
472034,47,2034,45548,12812,25861,6874,UINTAH
472035,47,2035,45978,12874,26074,7030,UINTAH
472036,47,2036,46418,12957,26269,7191,UINTAH
472037,47,2037,46870,13059,26486,7326,UINTAH
472038,47,2038,47333,13176,26719,7438,UINTAH
472039,47,2039,47801,13304,26917,7580,UINTAH
472040,47,2040,48274,13439,27060,7775,UINTAH
472041,47,2041,48748,13578,27171,7999,UINTAH
472042,47,2042,49223,13718,27252,8253,UINTAH
472043,47,2043,49692,13854,27317,8521,UINTAH
472044,47,2044,50155,13980,27390,8784,UINTAH
472045,47,2045,50609,14096,27443,9070,UINTAH
472046,47,2046,51050,14198,27498,9354,UINTAH
472047,47,2047,51476,14283,27527,9665,UINTAH
472048,47,2048,51893,14355,27517,10021,UINTAH
472049,47,2049,52299,14411,27524,10364,UINTAH
472050,47,2050,52695,14455,27538,10703,UINTAH
472051,47,2051,53084,14489,27593,11002,UINTAH
472052,47,2052,53461,14515,27667,11279,UINTAH
472053,47,2053,53826,14533,27752,11542,UINTAH
472054,47,2054,54179,14544,27840,11795,UINTAH
472055,47,2055,54523,14552,27940,12031,UINTAH
472056,47,2056,54861,14562,28044,12255,UINTAH
472057,47,2057,55193,14574,28209,12410,UINTAH
472058,47,2058,55521,14592,28410,12519,UINTAH
472059,47,2059,55846,14617,28660,12569,UINTAH
472060,47,2060,56166,14649,28913,12604,UINTAH
472061,47,2061,56485,14690,29152,12643,UINTAH
472062,47,2062,56804,14741,29353,12710,UINTAH
472063,47,2063,57124,14801,29592,12730,UINTAH
472064,47,2064,57446,14872,29802,12772,UINTAH
472065,47,2065,57766,14949,30012,12805,UINTAH
492010,49,2010,518872,183006,302260,33606,UTAH
492011,49,2011,532753,188082,309776,34895,UTAH
492012,49,2012,544892,191903,316426,36563,UTAH
492013,49,2013,554401,194723,321586,38092,UTAH
492014,49,2014,567208,198548,328652,40007,UTAH
492015,49,2015,585694,204215,339819,41660,UTAH
492016,49,2016,603362,208414,351376,43572,UTAH
492017,49,2017,623706,213441,363647,46619,UTAH
492018,49,2018,643068,217952,375112,50005,UTAH
492019,49,2019,661286,222019,385853,53414,UTAH
492020,49,2020,679188,225979,396462,56747,UTAH
492021,49,2021,697248,229697,407312,60239,UTAH
492022,49,2022,715117,233499,417912,63707,UTAH
492023,49,2023,732872,237204,428603,67065,UTAH
492024,49,2024,750595,241112,439164,70320,UTAH
492025,49,2025,768346,245035,449873,73438,UTAH
492026,49,2026,786238,249169,460709,76360,UTAH
492027,49,2027,804365,253590,471522,79252,UTAH
492028,49,2028,823017,258257,482568,82191,UTAH
492029,49,2029,842118,263383,493782,84953,UTAH
492030,49,2030,861852,269548,504595,87708,UTAH
492031,49,2031,882227,275714,516049,90464,UTAH
492032,49,2032,903334,282615,527257,93461,UTAH
492033,49,2033,924828,289910,538390,96527,UTAH
492034,49,2034,946574,297648,549250,99676,UTAH
492035,49,2035,968498,304545,560804,103149,UTAH
492036,49,2036,990581,311381,572463,106737,UTAH
492037,49,2037,1012812,318187,584385,110239,UTAH
492038,49,2038,1035133,324911,596466,113755,UTAH
492039,49,2039,1057553,331545,608644,117364,UTAH
492040,49,2040,1080082,338058,620688,121337,UTAH
492041,49,2041,1102643,344389,632611,125642,UTAH
492042,49,2042,1125227,350523,644604,130100,UTAH
492043,49,2043,1148071,356522,656966,134582,UTAH
492044,49,2044,1170413,362128,669272,139013,UTAH
492045,49,2045,1192304,367356,681524,143424,UTAH
492046,49,2046,1213809,372252,693858,147699,UTAH
492047,49,2047,1235008,376866,706257,151886,UTAH
492048,49,2048,1255983,381241,718657,156085,UTAH
492049,49,2049,1276789,385433,731460,159896,UTAH
492050,49,2050,1297515,389496,743921,164098,UTAH
492051,49,2051,1317014,393088,755359,168568,UTAH
492052,49,2052,1336690,396725,767075,172890,UTAH
492053,49,2053,1356562,400466,779002,177094,UTAH
492054,49,2054,1376638,404356,791254,181028,UTAH
492055,49,2055,1396997,408465,802950,185582,UTAH
492056,49,2056,1417721,412857,813316,191549,UTAH
492057,49,2057,1438815,417559,825375,195881,UTAH
492058,49,2058,1460298,422581,837902,199815,UTAH
492059,49,2059,1482175,427920,850596,203659,UTAH
492060,49,2060,1504433,433556,863198,207678,UTAH
492061,49,2061,1527044,439452,874962,212630,UTAH
492062,49,2062,1549985,445570,885957,218457,UTAH
492063,49,2063,1573209,451869,897185,224155,UTAH
492064,49,2064,1596655,458291,908256,230108,UTAH
492065,49,2065,1620246,464774,919069,236402,UTAH
512010,51,2010,23652,7998,13627,2027,WASATCH
512011,51,2011,24484,8211,14139,2134,WASATCH
512012,51,2012,25542,8485,14769,2288,WASATCH
512013,51,2013,26389,8669,15270,2451,WASATCH
512014,51,2014,27342,8919,15822,2601,WASATCH
512015,51,2015,28613,9245,16520,2848,WASATCH
512016,51,2016,29995,9550,17352,3094,WASATCH
512017,51,2017,31470,9865,18253,3352,WASATCH
512018,51,2018,32931,10161,19116,3654,WASATCH
512019,51,2019,34348,10405,20023,3920,WASATCH
512020,51,2020,35713,10621,20902,4189,WASATCH
512021,51,2021,37061,10798,21746,4516,WASATCH
512022,51,2022,38364,10932,22574,4858,WASATCH
512023,51,2023,39625,11064,23378,5183,WASATCH
512024,51,2024,40845,11178,24184,5483,WASATCH
512025,51,2025,42027,11279,24953,5795,WASATCH
512026,51,2026,43237,11378,25763,6096,WASATCH
512027,51,2027,44452,11501,26553,6398,WASATCH
512028,51,2028,45683,11674,27321,6688,WASATCH
512029,51,2029,46924,11925,28037,6962,WASATCH
512030,51,2030,48168,12214,28740,7213,WASATCH
512031,51,2031,49398,12494,29427,7477,WASATCH
512032,51,2032,50619,12768,30102,7749,WASATCH
512033,51,2033,51834,13008,30790,8036,WASATCH
512034,51,2034,53036,13271,31432,8333,WASATCH
512035,51,2035,54218,13553,32017,8648,WASATCH
512036,51,2036,55375,13841,32527,9007,WASATCH
512037,51,2037,56506,14125,33001,9380,WASATCH
512038,51,2038,57602,14396,33449,9757,WASATCH
512039,51,2039,58655,14648,33869,10137,WASATCH
512040,51,2040,59665,14878,34248,10539,WASATCH
512041,51,2041,60666,15095,34588,10983,WASATCH
512042,51,2042,61657,15296,34903,11459,WASATCH
512043,51,2043,62633,15478,35199,11955,WASATCH
512044,51,2044,63590,15641,35515,12434,WASATCH
512045,51,2045,64526,15782,35870,12875,WASATCH
512046,51,2046,65439,15901,36276,13263,WASATCH
512047,51,2047,66331,15999,36684,13648,WASATCH
512048,51,2048,67204,16077,37080,14047,WASATCH
512049,51,2049,68061,16139,37493,14429,WASATCH
512050,51,2050,68904,16188,37931,14785,WASATCH
512051,51,2051,69741,16230,38381,15129,WASATCH
512052,51,2052,70572,16269,38838,15465,WASATCH
512053,51,2053,71397,16307,39317,15772,WASATCH
512054,51,2054,72219,16350,39815,16054,WASATCH
512055,51,2055,73042,16401,40296,16346,WASATCH
512056,51,2056,73872,16463,40745,16664,WASATCH
512057,51,2057,74715,16542,41225,16948,WASATCH
512058,51,2058,75571,16639,41727,17206,WASATCH
512059,51,2059,76445,16755,42236,17453,WASATCH
512060,51,2060,77333,16892,42726,17715,WASATCH
512061,51,2061,78237,17049,43183,18005,WASATCH
512062,51,2062,79156,17225,43591,18340,WASATCH
512063,51,2063,80094,17421,43996,18677,WASATCH
512064,51,2064,81050,17634,44399,19016,WASATCH
512065,51,2065,82018,17860,44792,19366,WASATCH
532010,53,2010,138579,41675,72998,23906,WASHINGTON
532011,53,2011,141797,41896,74976,24924,WASHINGTON
532012,53,2012,144061,41591,76087,26383,WASHINGTON
532013,53,2013,147058,41666,77747,27645,WASHINGTON
532014,53,2014,150500,41771,79207,29522,WASHINGTON
532015,53,2015,154602,42140,81423,31039,WASHINGTON
532016,53,2016,160359,42636,84710,33012,WASHINGTON
532017,53,2017,166534,43504,87916,35114,WASHINGTON
532018,53,2018,173226,44455,91289,37482,WASHINGTON
532019,53,2019,179953,45476,94741,39736,WASHINGTON
532020,53,2020,186618,46431,98301,41885,WASHINGTON
532021,53,2021,193437,47346,102022,44069,WASHINGTON
532022,53,2022,200091,48233,105814,46045,WASHINGTON
532023,53,2023,206551,49117,109548,47886,WASHINGTON
532024,53,2024,212851,49980,113278,49593,WASHINGTON
532025,53,2025,219019,50822,116959,51237,WASHINGTON
532026,53,2026,225301,51819,120832,52650,WASHINGTON
532027,53,2027,231647,52982,124684,53981,WASHINGTON
532028,53,2028,238162,54374,128449,55339,WASHINGTON
532029,53,2029,244834,55919,132227,56688,WASHINGTON
532030,53,2030,251636,57751,135892,57993,WASHINGTON
532031,53,2031,258560,59672,139638,59249,WASHINGTON
532032,53,2032,265659,61586,143502,60571,WASHINGTON
532033,53,2033,272757,63516,147249,61992,WASHINGTON
532034,53,2034,279798,65552,150750,63496,WASHINGTON
532035,53,2035,286768,67189,154514,65065,WASHINGTON
532036,53,2036,293688,68679,158307,66701,WASHINGTON
532037,53,2037,300557,70085,162135,68336,WASHINGTON
532038,53,2038,307369,71417,166017,69936,WASHINGTON
532039,53,2039,314159,72685,169899,71575,WASHINGTON
532040,53,2040,320956,73898,173726,73332,WASHINGTON
532041,53,2041,327790,75066,177484,75239,WASHINGTON
532042,53,2042,334667,76194,181145,77328,WASHINGTON
532043,53,2043,341580,77283,184716,79581,WASHINGTON
532044,53,2044,348541,78345,188218,81978,WASHINGTON
532045,53,2045,355549,79389,191555,84604,WASHINGTON
532046,53,2046,362607,80427,194799,87381,WASHINGTON
532047,53,2047,369716,81466,198022,90229,WASHINGTON
532048,53,2048,376891,82515,201322,93054,WASHINGTON
532049,53,2049,384140,83589,204819,95732,WASHINGTON
532050,53,2050,391468,84696,208395,98376,WASHINGTON
532051,53,2051,398894,85860,211921,101113,WASHINGTON
532052,53,2052,406402,87089,215416,103898,WASHINGTON
532053,53,2053,413976,88394,218971,106611,WASHINGTON
532054,53,2054,421604,89787,222581,109236,WASHINGTON
532055,53,2055,429295,91276,226056,111963,WASHINGTON
532056,53,2056,437059,92869,229323,114866,WASHINGTON
532057,53,2057,444902,94568,232644,117691,WASHINGTON
532058,53,2058,452821,96364,236068,120389,WASHINGTON
532059,53,2059,460804,98243,239628,122933,WASHINGTON
532060,53,2060,468830,100189,243332,125309,WASHINGTON
532061,53,2061,476889,102181,246990,127718,WASHINGTON
532062,53,2062,484960,104202,250451,130308,WASHINGTON
532063,53,2063,493018,106234,253813,132971,WASHINGTON
532064,53,2064,501026,108257,257106,135663,WASHINGTON
532065,53,2065,508952,110256,260293,138403,WASHINGTON
552010,55,2010,2782,837,1520,426,WAYNE
552011,55,2011,2766,813,1509,444,WAYNE
552012,55,2012,2773,801,1504,468,WAYNE
552013,55,2013,2748,783,1485,480,WAYNE
552014,55,2014,2740,770,1472,498,WAYNE
552015,55,2015,2725,760,1455,509,WAYNE
552016,55,2016,2718,740,1438,540,WAYNE
552017,55,2017,2747,742,1444,561,WAYNE
552018,55,2018,2778,737,1467,574,WAYNE
552019,55,2019,2807,736,1492,579,WAYNE
552020,55,2020,2832,732,1512,588,WAYNE
552021,55,2021,2861,727,1530,603,WAYNE
552022,55,2022,2890,717,1558,616,WAYNE
552023,55,2023,2922,715,1574,632,WAYNE
552024,55,2024,2953,720,1587,647,WAYNE
552025,55,2025,2985,726,1600,659,WAYNE
552026,55,2026,3020,734,1617,669,WAYNE
552027,55,2027,3057,743,1632,682,WAYNE
552028,55,2028,3095,754,1650,691,WAYNE
552029,55,2029,3135,771,1663,701,WAYNE
552030,55,2030,3175,788,1685,702,WAYNE
552031,55,2031,3216,813,1699,704,WAYNE
552032,55,2032,3255,831,1717,707,WAYNE
552033,55,2033,3293,854,1734,705,WAYNE
552034,55,2034,3329,869,1762,698,WAYNE
552035,55,2035,3363,884,1779,700,WAYNE
552036,55,2036,3394,898,1795,701,WAYNE
552037,55,2037,3423,909,1807,707,WAYNE
552038,55,2038,3449,917,1816,715,WAYNE
552039,55,2039,3473,923,1828,722,WAYNE
552040,55,2040,3496,928,1837,731,WAYNE
552041,55,2041,3518,931,1843,744,WAYNE
552042,55,2042,3538,932,1860,746,WAYNE
552043,55,2043,3557,931,1873,753,WAYNE
552044,55,2044,3575,930,1887,759,WAYNE
552045,55,2045,3593,927,1898,768,WAYNE
552046,55,2046,3609,923,1905,782,WAYNE
552047,55,2047,3626,918,1912,796,WAYNE
552048,55,2048,3642,914,1925,803,WAYNE
552049,55,2049,3659,910,1940,808,WAYNE
552050,55,2050,3676,907,1958,812,WAYNE
552051,55,2051,3696,905,1978,812,WAYNE
552052,55,2052,3716,905,1997,814,WAYNE
552053,55,2053,3739,907,2017,816,WAYNE
552054,55,2054,3764,910,2040,814,WAYNE
552055,55,2055,3792,916,2064,812,WAYNE
552056,55,2056,3821,923,2081,817,WAYNE
552057,55,2057,3853,932,2091,830,WAYNE
552058,55,2058,3885,942,2094,849,WAYNE
552059,55,2059,3918,953,2098,867,WAYNE
552060,55,2060,3953,965,2110,878,WAYNE
552061,55,2061,3988,977,2118,893,WAYNE
552062,55,2062,4024,989,2131,903,WAYNE
552063,55,2063,4060,1001,2137,921,WAYNE
552064,55,2064,4095,1012,2148,935,WAYNE
552065,55,2065,4130,1022,2155,953,WAYNE
572010,57,2010,231833,69425,138960,23448,WEBER
572011,57,2011,233819,69578,140224,24017,WEBER
572012,57,2012,236391,70002,141306,25082,WEBER
572013,57,2013,237918,70042,141987,25889,WEBER
572014,57,2014,239582,70144,142742,26696,WEBER
572015,57,2015,242737,70697,144590,27450,WEBER
572016,57,2016,245672,71017,146494,28160,WEBER
572017,57,2017,250832,71954,149549,29328,WEBER
572018,57,2018,256282,73019,152676,30586,WEBER
572019,57,2019,261558,73931,155688,31939,WEBER
572020,57,2020,266440,74785,158303,33351,WEBER
572021,57,2021,271129,75472,160656,35001,WEBER
572022,57,2022,275445,75966,162821,36659,WEBER
572023,57,2023,279475,76339,164849,38287,WEBER
572024,57,2024,283192,76522,166784,39886,WEBER
572025,57,2025,286593,76537,168564,41492,WEBER
572026,57,2026,290052,76533,170452,43067,WEBER
572027,57,2027,293358,76500,172290,44568,WEBER
572028,57,2028,296561,76525,174144,45892,WEBER
572029,57,2029,299678,76655,175859,47164,WEBER
572030,57,2030,302764,76850,177609,48305,WEBER
572031,57,2031,305802,77065,179472,49264,WEBER
572032,57,2032,308796,77432,181178,50186,WEBER
572033,57,2033,311723,77729,183005,50989,WEBER
572034,57,2034,314567,77998,184740,51829,WEBER
572035,57,2035,317344,78180,186378,52786,WEBER
572036,57,2036,320064,78366,187897,53800,WEBER
572037,57,2037,322750,78574,189473,54703,WEBER
572038,57,2038,325413,78807,191142,55464,WEBER
572039,57,2039,328069,79068,192624,56376,WEBER
572040,57,2040,330732,79364,194044,57323,WEBER
572041,57,2041,333401,79687,195334,58380,WEBER
572042,57,2042,336073,80029,196471,59573,WEBER
572043,57,2043,338740,80380,197455,60906,WEBER
572044,57,2044,341391,80737,198386,62268,WEBER
572045,57,2045,344025,81093,199202,63730,WEBER
572046,57,2046,346636,81440,199899,65297,WEBER
572047,57,2047,349217,81768,200547,66903,WEBER
572048,57,2048,351779,82076,201200,68504,WEBER
572049,57,2049,354310,82359,201862,70089,WEBER
572050,57,2050,356812,82615,202419,71778,WEBER
572051,57,2051,359274,82850,202919,73505,WEBER
572052,57,2052,361701,83059,203446,75196,WEBER
572053,57,2053,364069,83239,204074,76756,WEBER
572054,57,2054,366374,83395,204536,78444,WEBER
572055,57,2055,368635,83535,204839,80262,WEBER
572056,57,2056,370848,83663,205332,81853,WEBER
572057,57,2057,373018,83783,206176,83059,WEBER
572058,57,2058,375155,83902,207214,84039,WEBER
572059,57,2059,377267,84027,208470,84770,WEBER
572060,57,2060,379350,84159,209720,85471,WEBER
572061,57,2061,381404,84303,210765,86336,WEBER
572062,57,2062,383436,84460,211563,87413,WEBER
572063,57,2063,385438,84632,212450,88357,WEBER
572064,57,2064,387405,84818,213312,89275,WEBER
572065,57,2065,389334,85018,214116,90200,WEBER
